word	Valence	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
etika	1	1	0	0	0	0	0	0	0	0	0
etnografija	0	0	0	0	0	0	0	0	0	0	0
etiologija	0	0	0	0	0	0	0	0	0	0	0
etiketa	0	0	0	0	0	0	0	0	0	0	0
etimologija	0	0	0	0	0	0	0	0	0	0	0
kartanje	0	0	0	0	0	0	0	0	0	0	0
evgenika	0	0	0	0	0	0	0	0	0	0	0
hvalnica	0	0	0	0	0	0	0	0	0	0	0
slavospev	0	0	0	0	0	0	0	0	0	0	0
nagovor	0	0	0	0	0	0	0	0	0	0	0
evfemizem	0	0	0	0	0	0	0	0	0	0	0
evtanazija	-1	0	1	0	0	0	1	0	1	0	0
evakuirati	-1	0	1	0	0	0	1	0	0	0	0
evakuacija	-1	0	1	0	0	0	0	0	0	0	0
izogniti se	-1	0	1	1	0	1	1	0	0	0	0
oceniti	0	0	0	0	0	0	0	0	0	0	0
razblinjenje	0	0	0	0	0	0	0	0	1	1	0
evangelijski	0	0	0	0	0	0	0	0	0	0	0
evangelist	0	0	0	0	0	0	0	0	0	0	0
evangeličan	0	0	0	0	0	0	0	0	0	0	0
izhlapevanje	0	0	0	0	0	0	0	0	0	0	0
izmikanje	-1	0	1	0	0	0	1	0	1	0	0
utaja	-1	0	1	0	0	0	1	0	1	0	0
predvečer	0	0	0	0	0	0	0	0	0	0	0
večer	0	0	0	0	0	0	0	0	0	0	0
zvečer	0	0	0	0	0	0	0	0	0	0	0
dogodek	0	0	0	0	0	0	0	0	0	0	0
zanimiv	0	0	0	0	0	0	0	0	0	0	0
razgiban	0	0	0	0	0	0	0	0	0	0	0
morebiten	0	0	0	0	1	0	0	0	0	0	0
morebitnost	0	0	0	0	1	0	1	0	0	0	0
zimzelen	1	1	0	0	0	0	0	1	0	0	1
večen	1	1	0	0	0	0	0	0	0	0	0
vedno	0	0	0	0	0	0	0	0	0	0	0
zmeraj	0	0	0	0	0	0	0	0	0	0	0
vsak dan	0	0	0	0	0	0	0	0	0	0	0
vsakodneven	0	0	0	0	0	0	0	0	0	0	0
pregnati	-1	0	1	0	0	0	0	0	1	0	0
deložirati	-1	0	1	0	0	0	0	0	1	0	0
deložacija	-1	0	1	1	0	1	1	0	1	0	0
izselitev	-1	0	1	1	0	1	1	0	1	0	0
dokaz	0	0	0	0	0	0	0	0	0	0	0
očiten	1	1	0	0	0	0	0	0	0	0	1
zloben	-1	0	1	1	0	1	1	0	1	0	0
hudoben	-1	0	1	1	0	1	1	0	1	0	0
zlo	-1	0	1	1	0	1	1	0	1	0	0
priklicati	0	0	0	0	0	0	0	0	0	0	0
prebuditi	0	0	0	0	0	0	0	0	0	0	0
evolucija	1	1	0	0	0	0	0	0	0	0	0
razvijati	0	0	0	0	0	0	0	0	0	0	0
ovca	0	0	0	0	0	0	0	0	0	0	0
poslabšati	-1	0	1	0	0	0	0	0	0	0	0
poslabšanje	-1	0	1	1	0	0	1	0	0	0	0
zahteven	-1	0	1	0	0	0	0	0	0	0	0
utrudljiv	-1	0	1	0	0	0	0	0	0	0	0
pretirati	-1	0	1	1	0	0	0	0	0	0	0
pretiran	-1	0	1	0	0	0	0	0	0	0	0
pretiravanje	0	0	0	0	0	0	0	0	0	0	0
pohvaliti	1	1	0	0	1	0	0	1	0	0	1
poveličati	1	1	0	0	1	0	0	1	0	0	1
navdušenje	1	1	0	0	0	0	0	1	0	0	1
povzdignjenje	1	1	0	0	0	0	0	1	0	0	1
povzdignjen	1	1	0	0	0	0	0	1	0	0	1
čaščen	1	1	0	0	0	0	0	1	0	0	1
izpit	0	0	0	0	0	0	0	0	0	0	0
pregled	-1	0	1	0	0	0	1	0	0	1	0
test	-1	0	1	0	0	0	1	0	0	1	0
zasliševanje	-1	0	1	0	0	0	1	0	0	1	0
preizkusiti	0	0	0	0	0	0	0	0	0	0	0
testirati	0	0	0	0	0	0	0	0	0	0	0
izpraševalec	0	0	0	0	0	0	0	0	0	0	0
ogorčenje	-1	0	1	1	0	1	0	0	0	0	0
obup	-1	0	1	1	0	1	0	0	0	0	0
kopati	0	0	0	0	0	0	0	0	0	0	0
dolbsti	0	0	0	0	0	0	0	0	0	0	0
izkopavanje	-1	0	1	0	1	0	0	0	0	1	0
bager	0	0	0	0	0	0	0	0	0	0	0
preseči	1	1	0	0	1	0	0	1	0	0	0
nadkriliti	1	1	0	0	1	0	0	1	0	0	0
silno	0	0	0	0	0	0	0	0	0	0	0
nadvse	0	0	0	0	0	0	0	0	0	0	0
odlikovati se	1	1	0	0	1	0	0	1	0	1	1
izkazati se	1	1	0	0	1	0	0	1	0	1	1
odličnost	1	1	0	0	0	1	0	1	0	0	1
odličen	1	1	0	0	0	0	0	1	0	0	1
odlično	1	1	0	0	0	0	0	1	0	0	1
razen	0	0	0	0	0	0	0	0	0	0	0
izjema	0	0	0	0	0	0	0	0	0	0	0
izvleček	0	0	0	0	0	0	0	0	0	0	0
presežek	-1	0	1	0	0	0	0	0	0	0	0
čezmeren	0	0	0	0	0	0	0	0	0	0	0
pretiran	0	0	0	0	0	0	0	0	0	0	0
pretirano	0	0	0	0	0	0	0	0	0	0	0
izmenjava	1	1	0	0	0	0	0	0	0	0	1
trošarina	-1	0	1	0	0	0	0	0	0	0	0
odstraniti	-1	0	1	0	0	0	0	0	0	0	0
izbris	0	0	0	0	0	0	0	0	0	0	0
izrez	0	0	0	0	0	0	0	0	0	0	0
razdražljivost	0	0	0	0	0	0	0	0	0	0	0
nataknjenost	0	0	0	0	0	0	0	0	0	0	0
vznemirljiv	1	1	0	0	0	0	0	0	0	0	0
vznemirjenost	1	1	0	1	1	0	1	1	0	1	0
navdušiti	1	1	0	1	1	0	1	1	0	1	0
vzbuditi	1	1	0	1	1	0	1	1	0	1	0
navdušen	1	1	0	0	1	0	0	1	0	1	1
vznemirjenje	1	1	0	0	1	0	0	1	0	1	0
vznemirljiv	1	1	0	0	1	0	0	1	0	1	0
vznemirljivo	1	1	0	0	1	0	0	1	0	1	0
vzklikniti	0	0	0	0	0	0	0	0	0	1	0
izključen	-1	0	1	0	0	1	0	0	1	0	0
z izjemo	-1	0	1	0	0	0	0	0	1	0	0
brez	-1	0	1	0	0	0	0	0	1	0	0
razen	-1	0	1	0	0	0	0	0	1	0	0
izključitev	-1	0	1	0	0	1	1	0	1	0	0
iztrebek	-1	0	1	0	0	1	0	0	0	0	0
izločanje	0	0	0	0	0	1	0	0	0	0	0
boleč	-1	0	1	0	0	0	1	0	0	0	0
mučen	-1	0	1	0	0	0	1	0	0	0	0
ekskurzija	0	0	0	0	0	0	0	0	0	0	0
izlet	0	0	0	0	0	0	0	0	0	0	0
oddaljitev	0	0	0	0	0	0	0	0	0	0	0
izgovor	-1	0	1	0	0	0	0	0	0	0	0
izvesti	0	0	0	0	0	0	0	0	0	0	0
izvedba	-1	0	1	1	0	0	1	0	1	0	1
usmrtitev	-1	0	1	1	0	0	1	0	1	0	1
rabelj	-1	0	1	1	0	0	1	0	1	0	0
krvnik	-1	0	1	1	0	0	1	0	1	0	0
izvršen	0	0	0	0	0	0	0	0	0	0	0
izvajalec	0	0	0	0	0	0	0	0	0	0	1
eksegeza	0	0	0	0	0	0	0	0	0	0	0
razlaga	0	0	0	0	0	0	0	0	0	0	0
primerek	0	0	0	0	0	0	0	0	0	0	0
izvor	0	0	0	0	0	0	0	0	0	0	0
izgleden	1	1	0	0	0	0	0	0	0	0	0
izgledno	1	1	0	0	0	0	0	0	0	0	0
pojasniti	0	0	0	0	0	0	0	0	0	0	0
ponazoriti	0	0	0	0	0	0	0	0	0	0	0
izvzeti	0	0	0	0	0	0	0	0	0	0	0
oprostiti	0	0	0	0	0	0	0	0	0	0	0
izvzetje	1	1	0	0	0	0	0	0	0	0	0
oprostitev	1	1	0	0	0	0	0	0	0	0	0
trenirati	0	0	0	0	0	0	0	0	0	0	0
vaditi	0	0	0	0	0	0	0	0	0	0	0
vaja	0	0	0	0	0	0	0	0	0	0	0
uporabljati	0	0	0	0	0	0	0	0	0	0	0
trud	0	0	0	0	0	0	0	0	0	0	0
izdihniti	0	0	0	0	0	0	0	0	0	0	0
utruditi	-1	0	1	0	0	0	0	0	0	0	0
izčrpati	-1	0	1	0	0	0	0	0	0	0	0
izčrpan	-1	0	1	0	0	0	0	0	1	0	0
utrujen	-1	0	1	0	0	0	0	0	1	0	0
izčrpanost	-1	0	1	0	1	0	0	0	1	0	0
utrujenost	-1	0	1	0	1	0	0	0	1	0	0
izčrpen	0	0	0	0	0	0	0	0	0	0	1
razstaviti	0	0	0	0	0	0	0	0	0	0	0
razstava	0	0	0	0	0	0	0	0	0	0	0
veselje	1	1	0	0	0	0	0	1	0	1	0
vznesenost	1	1	0	0	0	0	0	1	0	1	0
spodbuditi	1	1	0	0	0	0	0	0	0	0	0
spodbuda	1	1	0	0	0	0	0	0	0	0	0
nujen	-1	0	1	0	1	1	1	0	0	1	0
izgnanstvo	-1	0	1	1	0	0	1	0	1	0	0
obstajati	0	0	0	0	0	0	0	0	0	0	0
obstoj	1	1	0	0	0	0	0	0	0	0	0
obstoječ	0	0	0	0	0	0	0	0	0	0	0
prisoten	0	0	0	0	0	0	0	0	0	0	0
izhod	0	0	0	0	0	0	0	0	0	0	0
oditi	0	0	0	0	0	0	0	0	0	0	0
izselitev	0	0	0	0	0	0	0	0	0	0	0
eksodus	0	0	0	0	0	0	0	0	0	0	0
pretiran	0	0	0	0	0	0	0	0	0	0	0
eksorcizem	-1	0	1	0	0	0	1	0	1	0	0
eksorcist	0	0	0	0	0	0	0	0	0	0	0
eksotičen	1	1	0	0	0	0	0	0	0	0	0
razširiti	0	0	0	0	0	0	0	0	0	0	0
razširjen	0	0	0	0	0	0	0	0	0	0	0
prostranost	0	0	0	0	0	0	0	0	0	0	0
širjenje	0	0	0	0	0	0	0	0	0	0	0
porast	0	0	0	0	0	0	0	0	0	0	0
raztegljiv	0	0	0	0	0	0	0	0	0	0	0
izseliti	-1	0	1	0	0	0	0	0	0	0	0
emigrirati	-1	0	1	0	0	0	0	0	0	0	0
deportirati	-1	0	1	0	0	0	0	0	0	0	0
pričakovati	1	1	0	0	1	0	0	0	0	1	1
pričakovanje	0	0	0	0	1	0	0	0	0	0	0
pričakujoč	0	0	0	0	1	0	0	0	0	0	0
pričakovanje	1	1	0	0	1	0	0	0	0	0	0
verjetnost	1	1	0	0	1	0	0	0	0	0	0
pričakovan	0	0	0	0	1	0	0	0	0	0	0
pričakujoč	0	0	0	0	1	0	0	0	0	0	0
primernost	0	0	0	0	0	0	0	0	0	0	0
primeren	1	1	0	0	0	0	0	1	0	0	1
smotrn	1	1	0	0	0	0	0	1	0	0	1
pospešiti	0	0	0	0	0	0	0	0	0	0	0
ekspedicija	1	1	0	0	1	0	0	0	0	0	0
hiter	0	0	0	0	0	0	0	0	0	0	0
uren	0	0	0	0	0	0	0	0	0	0	0
izgnati	-1	0	1	1	0	1	1	0	1	0	0
znebiti se	-1	0	1	1	0	1	1	0	1	0	0
potrošnja	-1	0	1	0	0	0	0	0	0	0	0
izdatek	-1	0	1	0	0	0	0	0	0	0	0
strošek	-1	0	1	0	0	0	0	0	0	0	0
stroški	0	0	0	0	0	0	0	0	0	0	0
izdatki	0	0	0	0	0	0	0	0	0	0	0
strošek	-1	0	1	0	0	0	0	0	0	0	0
drag	0	0	0	0	0	0	0	0	0	0	0
izkušnja	0	0	0	0	0	0	0	0	0	0	0
izkušen	1	1	0	0	0	0	0	0	0	0	1
izkustvo	0	0	0	0	0	0	0	0	0	0	0
doživeti	0	0	0	0	0	0	0	0	0	0	0
poskus	0	0	0	0	1	0	0	0	0	1	0
poskusen	0	0	0	0	0	0	0	0	0	0	0
eksperimentator	0	0	0	0	0	0	0	0	0	0	0
strokovnjak	1	1	0	0	0	0	0	0	0	0	1
izvedenec	1	1	0	0	0	0	0	0	0	0	1
izkušen	1	1	0	0	0	0	0	0	0	0	1
strokovno znanje	1	1	0	0	0	0	0	0	0	0	1
ekspertiza	1	1	0	0	0	0	0	0	0	0	1
potek	0	0	0	0	0	0	0	0	0	0	0
iztek	0	0	0	0	0	0	0	0	0	0	0
poteči	-1	0	1	0	0	0	0	0	1	0	0
iztečen	-1	0	1	0	0	0	0	0	0	0	0
zapaden	-1	0	1	0	0	0	0	0	0	0	0
rok uporabnosti	0	0	0	0	0	0	0	0	0	0	0
pojasniti	1	1	0	0	0	0	0	0	0	0	1
razlaga	0	0	0	0	0	0	0	0	0	0	0
pojasnilen	0	0	0	0	0	0	0	0	0	0	0
kletvica	-1	0	1	1	0	0	0	0	0	0	0
pojasnilo	0	0	0	0	0	0	0	0	0	0	0
eksplodirati	-1	0	1	1	0	0	1	0	1	1	0
počiti	-1	0	1	1	0	0	1	0	1	1	0
izkoriščati	0	0	0	0	0	0	0	0	0	0	0
raziskati	0	0	0	0	1	0	0	0	0	0	0
preiskati	0	0	0	0	1	0	0	0	0	0	0
raziskovalec	0	0	0	0	0	0	0	0	0	0	0
eksplozija	-1	0	1	0	0	0	1	0	0	1	0
eksploziven	-1	0	1	1	1	0	1	0	0	1	0
eksponent	0	0	0	0	0	0	0	0	0	0	0
eksponenten	0	0	0	0	0	0	0	0	0	0	0
izvoz	0	0	0	0	0	0	0	0	0	0	0
izvažanje	0	0	0	0	0	0	0	0	0	0	0
izpostaviti	0	0	0	0	1	0	1	0	0	0	0
izpostavljen	-1	0	1	0	0	0	0	0	0	0	0
razstava	0	0	0	0	0	0	0	0	0	0	0
ekspozicija	0	0	0	0	0	0	0	0	0	0	0
razlagalen	0	0	0	0	0	0	0	0	0	0	0
izpostavljanje	0	0	0	0	0	0	0	0	0	0	0
razlagati	0	0	0	0	0	0	0	0	0	0	0
izraziti	0	0	0	0	0	0	0	0	0	0	0
izraz	0	0	0	0	0	0	0	0	0	0	0
izrazen	0	0	0	0	0	0	0	0	0	0	0
razlastitev	-1	0	1	0	0	0	0	0	0	0	0
izključitev	-1	0	1	1	0	1	1	0	1	0	0
izgon	-1	0	1	1	0	1	1	0	1	0	0
pregon	-1	0	1	1	0	1	1	0	1	0	0
izvrsten	1	1	0	0	0	0	0	1	0	0	0
izvrsten	1	1	0	0	0	0	0	0	0	0	0
obstoječ	0	0	0	0	0	0	0	0	0	0	0
raztegniti	1	1	0	0	0	0	0	0	0	0	0
podaljšati	1	1	0	0	0	0	0	0	0	0	0
podaljšljiv	0	0	0	0	0	0	0	0	0	0	0
podaljšan	0	0	0	0	0	0	0	0	0	0	0
podaljšek	0	0	0	0	0	0	0	0	0	0	0
obsežen	1	1	0	0	0	0	0	0	0	0	0
velikost	0	0	0	0	0	0	0	0	0	0	0
količina	0	0	0	0	0	0	0	0	0	0	0
zunanjost	0	0	0	0	0	0	0	0	0	0	0
iztrebiti	-1	0	1	0	0	0	1	0	1	0	0
uničenje	-1	0	1	1	0	0	1	0	0	0	0
iztrebljenje	-1	0	1	1	0	0	1	0	0	0	0
pokončanje	-1	0	1	1	0	0	1	0	0	0	0
zunanji	0	0	0	0	0	0	0	0	0	0	0
eksteren	0	0	0	0	0	0	0	0	0	0	0
izumrl	-1	0	1	0	0	0	0	0	1	0	0
pokončati	-1	0	1	1	0	0	0	0	0	0	0
ekstra	1	1	0	0	0	0	0	0	0	0	0
izvleček	0	0	0	0	0	0	0	0	0	0	0
puljenje	0	0	0	0	0	0	0	0	0	0	0
izvlečenje	0	0	0	0	0	0	0	0	0	0	0
ekstraktor	0	0	0	0	0	0	0	0	0	0	0
izročitev	0	0	0	0	0	0	0	0	0	0	0
ekstradicija	0	0	0	0	0	0	0	0	0	0	0
izvensoden	-1	0	1	0	0	0	1	0	0	0	0
zunajšolski	0	0	0	0	0	0	0	0	0	0	0
zunanji	0	0	0	0	0	0	0	0	0	0	0
tuj	0	0	0	0	0	0	0	0	0	0	0
izreden	1	1	0	0	0	0	0	0	0	0	0
ekstravaganca	0	0	0	0	0	0	0	0	0	0	0
ekstremen	0	0	0	0	0	0	0	0	0	0	0
izreden	0	0	0	0	0	0	0	0	0	0	0
konec	-1	0	1	0	0	0	0	0	0	0	0
skrajnost	-1	0	1	0	0	0	0	0	0	0	0
osvoboditi	1	1	0	0	1	0	0	0	0	0	0
odvezati	1	1	0	0	1	0	0	0	0	0	0
zunanji	0	0	0	0	0	0	0	0	0	0	0
prostorski	0	0	0	0	0	0	0	0	0	0	0
iztiskovanje	0	0	0	0	0	0	0	0	0	0	0
razposajenost	1	1	0	0	0	0	0	1	0	0	0
živahnost	1	1	0	0	0	0	0	1	0	0	0
izločiti	0	0	0	0	0	0	0	0	0	0	0
oko	0	0	0	0	0	0	0	0	0	0	0
monokel	0	0	0	0	0	0	0	0	0	0	0
kukalo	0	0	0	0	0	0	0	0	0	0	0
okular	0	0	0	0	0	0	0	0	0	0	0
vid	0	0	0	0	0	0	0	0	0	0	0
očividec	0	0	0	0	0	0	0	0	0	0	1
basen	0	0	0	0	0	0	0	0	0	0	0
pripovedka	0	0	0	0	0	0	0	0	0	0	0
tkanina	0	0	0	0	0	0	0	0	0	0	0
material	0	0	0	0	0	0	0	0	0	0	0
izdelati	-1	0	1	0	0	0	0	0	0	0	0
izmisliti	-1	0	1	0	0	0	0	0	0	0	0
izdelan	0	0	0	0	0	0	0	0	0	0	0
izmišljotina	-1	0	1	0	0	0	0	0	0	0	1
fasada	0	0	0	0	0	0	0	0	0	0	0
pročelje	0	0	0	0	0	0	0	0	0	0	0
obraz	0	0	0	0	0	0	0	0	0	0	0
faseta	0	0	0	0	0	0	0	0	0	0	0
preprost	0	0	0	0	0	0	0	0	0	0	0
olajšati	1	1	0	0	0	0	0	0	0	0	0
obrat	0	0	0	0	0	0	0	0	0	0	0
lahkota	0	0	0	0	0	0	0	0	0	0	0
soočajoč	0	0	0	0	0	0	0	0	0	0	0
faksimile	0	0	0	0	0	0	0	0	0	0	0
dejstvo	0	0	0	0	0	0	0	0	0	0	1
frakcija	0	0	0	0	0	0	0	0	0	0	0
skupina	0	0	0	0	0	0	0	0	0	0	0
faktor	0	0	0	0	0	0	0	0	0	0	0
tovarna	0	0	0	0	0	0	0	0	0	0	0
resnica	1	1	0	0	0	0	0	0	0	0	1
fakulteta	0	0	0	0	0	0	0	0	0	0	0
fakulteta	1	1	0	0	0	0	0	0	0	0	1
sposobnost	1	1	0	0	0	0	0	0	0	0	1
kaprica	0	0	0	0	0	0	0	0	0	0	0
zbledeti	-1	0	1	0	0	0	0	0	0	0	0
obledel	0	0	0	0	0	0	0	0	0	0	0
iztrebki	-1	0	1	0	0	1	0	0	0	0	0
slabost	-1	0	1	1	1	0	1	0	1	0	0
slab	-1	0	1	1	1	0	1	0	1	0	0
spodleteti	-1	0	1	1	1	0	1	0	1	0	0
neuspeh	-1	0	1	0	0	1	1	0	1	0	0
voljen	1	1	0	0	1	0	0	1	0	0	1
omedleti	-1	0	1	0	0	0	1	0	1	1	0
omedlevica	-1	0	1	0	0	0	1	0	1	1	0
pošten	1	1	0	0	0	0	0	0	0	0	0
precej	1	1	0	0	0	0	0	0	0	0	1
pošten	1	1	0	0	0	0	0	0	0	0	1
čistina	0	0	0	0	0	0	0	0	0	0	0
vila	0	0	0	0	0	0	0	0	0	0	0
vera	1	1	0	0	1	0	0	1	0	0	1
zvest	1	1	0	0	0	0	0	0	0	0	1
veren	1	1	0	0	0	0	0	0	0	0	1
neveren	-1	0	1	0	0	0	0	0	1	0	0
brezveren	-1	0	1	0	0	0	0	0	1	0	0
ponaredek	-1	0	1	0	0	0	0	0	0	0	0
slepar	-1	0	1	0	0	0	0	0	0	0	0
umeten	-1	0	1	0	0	0	0	0	0	0	0
ponarejen	-1	0	1	0	0	0	0	0	0	0	0
ponarediti	-1	0	1	0	0	0	0	0	0	0	0
pasti	-1	0	1	0	0	0	0	0	1	0	0
padec	-1	0	1	0	0	0	0	0	1	0	0
zavajajoč. Zmoten	-1	0	1	1	0	0	0	0	0	0	0
zmota	-1	0	1	0	0	0	0	0	0	0	0
zmotljiv	-1	0	1	0	0	0	0	0	0	0	0
pasti	-1	0	1	0	0	0	0	0	1	0	0
padec	-1	0	1	0	0	0	0	0	1	0	0
neizkoriščen	-1	0	1	0	0	0	0	0	0	0	0
neresnica	-1	0	1	1	0	0	0	0	0	0	1
neresničen	-1	0	1	0	0	0	0	0	0	0	0
ponaredba	-1	0	1	1	0	0	0	0	0	0	0
ponarejen	0	0	0	0	0	0	0	0	0	0	0
ponarediti	-1	0	1	0	0	1	0	0	0	0	0
zmota	-1	0	1	0	0	1	0	0	0	0	0
neiskrenost	-1	0	1	0	0	1	0	0	0	0	0
oklevati	-1	0	1	0	0	0	1	0	0	0	0
slava	1	1	0	0	0	0	0	0	0	0	0
sloves	1	1	0	0	0	0	0	0	0	0	0
slaven	0	0	0	0	0	0	0	0	0	0	0
znan	1	1	0	0	0	0	0	0	0	0	1
prijateljski	1	1	0	0	0	0	0	0	0	0	1
seznanjenost	1	1	0	0	1	0	0	1	0	0	1
seznaniti	0	0	0	0	0	0	0	0	0	0	0
lakota	-1	0	1	0	0	0	0	0	1	0	0
slaven	1	1	0	0	0	0	0	0	0	0	0
slaven	1	1	0	0	0	0	0	0	0	0	0
navdušenec	0	0	0	0	0	0	0	0	0	0	0
ventilator	0	0	0	0	0	0	0	0	0	0	0
fanatik	-1	0	1	0	0	0	0	0	0	0	0
obsedenec	-1	0	1	0	0	0	0	0	0	0	0
fanatičen	-1	0	1	0	0	0	0	0	0	0	0
fanatizem	0	0	0	0	0	0	1	0	0	0	0
sanjav	0	0	0	0	0	0	0	0	0	0	0
želeti	1	1	0	0	1	0	0	1	0	0	0
naklonjenost	1	1	0	0	1	0	0	1	0	0	0
imeniten	1	1	0	0	1	0	0	1	0	0	0
razkošen	1	1	0	0	1	0	0	1	0	0	0
fandango	0	0	0	0	0	0	0	0	0	0	0
fanfara	1	1	0	0	1	0	0	1	0	1	0
čekan	0	0	0	0	0	0	1	0	0	0	0
podočnik	0	0	0	0	0	0	1	0	0	0	0
čekan	0	0	0	0	0	0	1	0	0	0	0
podočnik	0	0	0	0	0	0	1	0	0	0	0
pahljajoč	0	0	0	0	0	0	0	0	0	0	0
fantastika	0	0	0	0	0	0	0	0	0	0	0
fantazija	0	0	0	0	0	0	0	0	0	0	0
farsa	-1	0	1	0	0	0	0	0	0	0	0
absurden	-1	0	1	0	0	1	0	0	0	0	0
voznina	0	0	0	0	0	0	0	0	0	0	0
slovo	0	0	0	0	0	0	0	0	0	0	0
kmetija	0	0	0	0	1	0	0	0	0	0	0
kmet	0	0	0	0	0	0	0	0	0	0	0
kmetija	0	0	0	0	0	0	0	0	0	0	0
kmetovanje	0	0	0	0	0	0	0	0	0	0	0
faraon	0	0	0	0	0	0	0	0	0	0	0
dlje	0	0	0	0	0	0	0	0	0	0	0
bolj	0	0	0	0	0	0	0	0	0	0	0
fascija	0	0	0	0	0	0	0	0	0	0	0
fascinanten	1	1	0	0	0	0	0	0	0	0	0
navdušujoč	1	1	0	0	0	0	0	0	0	0	0
prevzetost	1	1	0	0	0	0	0	0	0	0	0
fascinacija	1	1	0	0	0	0	0	0	0	0	0
moda	0	0	0	0	0	0	0	0	0	0	0
moden	1	1	0	0	0	0	0	0	0	0	0
moderen	1	1	0	0	0	0	0	0	0	0	0
zapneti	0	0	0	0	0	0	0	0	0	0	0
pripeti	0	0	0	0	0	0	0	0	0	0	0
zapenjalo	0	0	0	0	0	0	0	0	0	0	0
zadrga	0	0	0	0	0	0	0	0	0	0	0
zapenjanje	0	0	0	0	0	0	0	0	0	0	0
pripetje	0	0	0	0	0	0	0	0	0	0	0
tešč	-1	0	1	0	0	0	0	0	1	0	0
post	-1	0	1	0	0	0	0	0	1	0	0
maščoba	-1	0	1	0	0	1	0	0	1	0	0
debel	-1	0	1	0	0	1	0	0	1	0	0
smrten	-1	0	1	1	0	0	1	0	1	0	0
usoden	-1	0	1	1	0	0	1	0	1	0	0
usoda	-1	0	1	0	0	0	1	0	1	0	0
smrtna žrtev	-1	0	1	0	0	0	1	0	1	0	0
usoda	-1	0	1	0	1	0	0	0	0	0	0
usojen	0	0	0	0	0	0	0	0	0	0	0
oče	0	0	0	0	0	0	0	0	0	0	1
seženj	0	0	0	0	0	0	0	0	0	0	0
dognati	0	0	0	0	0	0	0	0	0	0	0
izčrpanost	-1	0	1	0	0	0	0	0	0	0	0
izčrpati	-1	0	1	0	0	0	0	0	0	0	0
utrujenost	-1	0	1	0	0	0	0	0	1	0	0
masten	-1	0	1	0	0	1	0	0	1	0	0
maščoben	-1	0	1	0	0	1	0	0	1	0	0
bajs	-1	0	1	0	0	1	0	0	1	0	0
napaka	-1	0	1	0	0	0	0	0	1	0	0
brezhiben	1	1	0	0	0	0	0	0	0	0	1
napačen	-1	0	1	0	0	0	0	0	0	0	0
favna	0	0	0	0	0	0	0	0	0	0	0
usluga	0	0	0	0	0	0	0	0	0	0	0
ugoden	1	1	0	0	1	0	0	1	0	1	1
najljubši	1	1	0	0	0	0	0	1	0	0	1
priljubljen	1	1	0	0	0	0	0	1	0	0	1
favoritizem	1	1	0	0	0	0	0	0	0	0	0
prilizovati se	-1	0	1	0	0	0	0	0	0	0	0
strah	-1	0	1	1	0	0	1	0	0	0	0
boječ	-1	0	1	0	0	0	1	0	1	0	0
strahoten	-1	0	1	0	0	0	1	0	1	0	0
boječ	-1	0	1	0	0	0	1	0	1	1	0
preplašen	-1	0	1	0	0	0	1	0	1	1	0
plašeč	-1	0	1	0	0	0	1	0	0	0	0
plašenje	-1	0	1	0	0	0	1	0	0	0	0
neustrašen	1	1	0	0	0	0	1	0	0	0	0
izvedljivost	0	0	0	0	0	0	0	0	0	0	0
izvedljiv	0	0	0	0	0	0	0	0	0	0	0
podvig	1	1	0	0	1	0	0	1	0	1	0
mojstrovina	1	1	0	0	1	0	0	1	0	1	0
pero	0	0	0	0	0	0	0	0	0	0	0
značilnost	1	1	0	0	0	0	0	0	0	0	0
posebnost	1	1	0	0	0	0	0	0	0	0	0
lastnosti	0	0	0	0	0	0	0	0	0	0	0
vročičen	-1	0	1	0	0	0	0	0	0	0	0
fekalen	-1	0	1	0	0	1	0	0	0	0	0
blato	-1	0	1	0	0	1	0	0	0	0	0
iztrebki	-1	0	1	0	0	1	0	0	0	0	0
plodnost	0	0	0	0	0	0	0	0	0	0	0
rodovitnost	0	0	0	0	0	0	0	0	0	0	0
zvezen	0	0	0	0	0	0	0	0	0	0	0
federalen	0	0	0	0	0	0	0	0	0	0	0
zveza	0	0	0	0	0	0	0	0	0	0	0
pristojbina	-1	0	1	1	0	0	0	0	0	0	0
strošek	-1	0	1	1	0	0	0	0	0	0	0
slaboten	-1	0	1	0	0	0	0	0	1	0	0
krma	0	0	0	0	0	0	0	0	0	0	0
krmiti	0	0	0	0	0	0	0	0	0	0	0
krmilnica	0	0	0	0	0	0	0	0	0	0	0
jedec	0	0	0	0	0	0	0	0	0	0	0
počutiti	0	0	0	0	0	0	0	0	0	0	0
čutiti	0	0	0	0	0	0	0	0	0	0	0
občutek	0	1	1	1	1	1	1	1	1	1	1
čustvo	0	1	1	1	1	1	1	1	1	1	1
stopalo	0	0	0	0	0	0	0	0	0	0	0
hlinjen	-1	0	1	0	0	0	0	0	0	0	0
sreča	1	1	0	0	0	0	0	1	0	0	0
radost	1	1	0	0	0	0	0	1	0	0	0
mačji	0	0	0	0	0	0	0	0	0	0	0
sekati	-1	0	1	0	0	0	0	0	1	0	0
kolega	1	1	0	0	0	0	0	0	0	0	1
dečko	1	1	0	0	0	0	0	0	0	0	1
bratovščina	1	1	0	0	0	0	0	0	0	0	0
štipendija	1	1	0	0	0	0	0	0	0	0	0
zločinec	-1	0	1	0	0	0	1	0	0	0	0
zločin	-1	0	1	0	0	0	0	0	0	0	0
