"word"	"Positive"	"Negative"	"Anger"	"Anticipation"	"Disgust"	"Fear"	"Joy"	"Sadness"	"Surprise"	"Trust"
"pogum"	1	0	0	0	0	0	0	0	0	0
"blazina"	1	0	0	0	0	0	0	0	0	0
"krepiti"	1	0	0	0	0	0	0	0	0	0
"vijak"	0	0	0	0	0	0	0	0	0	0
"bolus"	0	0	0	0	0	0	0	0	0	0
"bomba"	0	1	1	0	0	1	0	1	1	0
"bombardirati"	0	1	1	0	0	1	0	0	0	0
"bombardiranje"	0	1	1	0	0	1	0	0	0	0
"bombardiran"	0	1	0	0	1	0	0	0	0	0
"bombnik"	0	0	0	0	0	1	0	1	0	0
"zlata jama"	1	0	0	0	0	0	1	0	0	0
"zlati časi"	1	0	0	0	0	0	1	0	0	0
"vez"	0	0	0	0	0	0	0	0	0	0
"suženjstvo"	0	1	0	0	0	1	0	1	0	0
"obveznice"	0	1	0	0	0	0	0	0	0	0
"vezi"	0	1	0	0	0	0	0	0	0	0
"kost"	0	0	0	0	0	0	0	0	0	0
"erekcija"	0	0	0	0	0	0	0	0	0	0
"kosti"	0	0	0	0	0	0	0	0	0	0
"kres"	0	0	0	0	0	0	0	0	0	0
"NO TRANSLATION"	1	0	0	0	0	0	0	0	0	0
"havba"	0	0	0	0	0	0	0	0	0	0
"pokrov"	0	0	0	0	0	0	0	0	0	0
"bonus"	1	0	0	1	0	0	1	0	1	0
"stimulacija"	1	0	0	1	0	0	1	0	1	0
"koščen"	0	0	0	0	0	0	0	0	0	0
"bu"	0	1	0	0	0	0	0	0	0	0
"izžvižgati"	0	1	0	0	0	0	0	0	0	0
"joška"	0	0	0	0	0	0	0	0	0	0
"trapa"	0	1	0	0	0	0	0	0	0	0
"knjiga"	0	0	0	0	0	0	0	0	0	0
"polica"	0	0	0	0	0	0	0	0	0	0
"rezervacija"	0	0	0	0	0	0	0	0	0	0
"učenjakarski"	1	0	0	0	0	0	0	0	0	0
"knjigovodja"	0	0	0	0	0	0	0	0	0	0
"knjigovodstvo"	0	0	0	0	0	0	0	0	0	0
"knjižica"	0	0	0	0	0	0	0	0	0	0
"knjiga"	0	0	0	0	0	0	0	0	0	0
"knjigarnar"	0	0	0	0	0	0	0	0	0	0
"knjigarna"	1	0	0	0	0	0	0	0	0	0
"knjigarna"	0	0	0	0	0	0	0	0	0	0
"knjižni molj"	1	1	0	0	0	0	0	0	0	0
"bumerang"	0	0	0	1	0	0	0	0	0	1
"razcvet"	0	0	0	0	0	0	0	0	0	0
"prednost"	1	0	0	0	0	0	0	0	0	0
"pospešek"	0	0	0	0	0	0	0	0	0	0
"spodbujajoč"	0	0	0	0	0	0	0	0	0	0
"škorenj"	0	0	0	0	0	0	0	0	0	0
"kabina"	0	0	0	0	0	0	0	0	0	0
"čevelj"	0	0	0	0	0	0	0	0	0	0
"plen"	0	0	0	0	0	0	0	0	0	0
"alkohol"	0	1	0	0	0	0	0	0	0	0
"meja"	0	0	0	0	0	0	0	0	0	0
"mejen"	0	0	0	0	0	0	0	0	0	0
"utruditi"	0	1	0	0	0	0	0	0	0	0
"borealen"	0	0	0	0	0	0	0	0	0	0
"dolgčas"	0	1	0	0	0	0	0	1	0	0
"črv"	0	0	0	0	0	0	0	0	0	0
"dolgočasen"	0	1	0	0	0	0	0	0	0	0
"okraj"	0	0	0	0	0	0	0	0	0	0
"sposoditi"	0	0	0	0	0	0	0	0	0	0
"posojilojemalec"	0	1	0	0	0	0	0	0	0	0
"izposojevalec"	0	1	0	0	0	0	0	0	0	0
"naročje"	0	0	0	0	0	0	0	0	0	0
"šef"	0	0	0	0	0	0	0	0	0	0
"Boston"	0	0	0	0	0	0	0	0	0	0
"botaničen"	0	0	0	0	0	0	0	0	0	0
"botanist"	0	0	0	0	0	0	0	0	0	0
"botanika"	0	0	0	0	0	0	0	0	0	0
"skrbeti"	0	1	0	0	0	0	0	0	0	0
"gnjaviti"	0	1	0	0	0	0	0	0	0	0
"motiti"	0	1	0	0	0	0	0	0	0	0
"motiti"	0	1	1	0	0	0	0	1	0	0
"steklenica"	0	0	0	0	0	0	0	0	0	0
"spodaj"	0	1	0	0	0	0	0	1	0	0
"brez dna"	0	0	0	0	0	1	0	0	0	0
"balvan"	0	0	0	0	0	0	0	0	0	0
"odboj"	0	0	0	0	0	0	0	0	0	0
"vezan"	0	1	0	0	0	0	0	0	0	0
"meja"	0	0	0	0	0	0	0	0	0	0
"brezmejen"	0	0	0	0	0	0	0	0	0	0
"neskončen"	0	0	0	0	0	0	0	0	0	0
"meja"	0	0	0	0	0	0	0	0	0	0
"radodaren"	1	0	0	1	0	0	1	0	0	0
"nagrada"	1	0	0	1	0	0	1	0	0	1
"radodarnost"	1	0	0	1	0	0	1	0	0	1
"šopek"	1	0	0	0	0	0	1	0	0	1
"buržujski"	0	0	0	0	0	0	0	0	0	0
"buržoazija"	0	0	0	0	0	0	0	0	0	0
"srednji razred"	0	0	0	0	0	0	0	0	0	0
"borza"	0	0	0	0	0	0	0	0	0	0
"napad"	0	1	1	0	0	0	0	0	0	0
"spopad"	0	1	1	0	0	0	0	0	0	0
"goveji"	0	1	0	0	1	0	0	0	0	0
"sklonjen"	0	0	0	0	0	0	0	0	0	0
"čreva"	0	0	0	0	1	0	0	0	0	0
"drobovje"	0	0	0	0	1	0	0	0	0	0
"skleda"	0	0	0	0	0	0	0	0	0	0
"krogla"	0	0	0	0	0	0	0	0	0	0
"škatla"	0	0	0	0	0	0	0	0	0	0
"bokser"	0	0	0	0	0	0	0	0	0	0
"boksarice"	0	0	0	0	0	0	0	0	0	0
"boks"	0	0	1	0	0	0	0	0	0	0
"fant"	0	1	0	0	1	0	0	0	0	0
"bojkot"	0	1	0	0	0	0	0	0	0	0
"otroštvo"	0	0	0	0	0	0	0	0	0	0
"deški"	0	0	0	0	0	0	0	0	0	0
"fantovski"	0	0	0	0	0	0	0	0	0	0
"aparat"	0	0	0	0	0	0	0	0	0	0
"podpreti"	0	0	0	0	0	0	0	0	0	0
"zapestnica"	0	0	0	0	0	0	0	0	0	0
"naramnice"	0	0	0	0	0	0	0	0	0	0
"brahialen"	0	0	0	0	0	0	0	0	0	0
"oklepaj"	0	0	0	0	0	0	0	0	0	0
"nosilec"	0	0	0	0	0	0	0	0	0	0
"slankast"	0	0	0	0	0	0	0	0	0	0
"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"bahati se"	0	1	0	0	0	0	0	0	0	0
"kita"	0	0	0	0	0	0	0	0	0	0
"možgani"	0	0	0	0	0	0	0	0	0	0
"možgani"	1	0	0	0	0	0	0	0	0	0
"brainstorm"	0	0	0	0	0	0	0	0	0	0
"razmišljati"	0	0	0	0	0	0	0	0	0	0
"zavora"	0	0	0	0	0	0	0	0	0	0
"zavirati"	0	0	0	0	0	0	0	0	0	0
"otrobi"	0	0	0	0	1	0	0	0	0	0
"podružnica"	0	0	0	0	0	0	0	0	0	0
"razcepiti"	0	0	0	0	0	0	0	0	0	0
"žganje"	0	1	0	0	0	0	0	0	0	0
"medenina"	0	0	0	0	0	0	0	0	0	0
"pamž"	0	0	0	0	0	0	0	0	0	0
"junačenje"	0	1	0	0	0	0	0	0	0	0
"hrabrost"	1	0	0	0	0	0	0	0	0	0
"pretep"	0	1	1	0	1	1	0	0	0	0
"izzivalen"	0	1	1	0	0	0	0	0	0	0
"kršitev"	0	1	0	0	0	0	0	0	0	0
"kršiti"	0	1	0	0	0	0	0	0	0	0
"kruh"	0	0	0	0	0	0	0	0	0	0
"širina"	0	0	0	0	0	0	0	0	0	0
"odmor"	0	0	0	0	0	0	0	0	1	0
"razbiti"	0	0	0	0	0	0	0	0	1	0
"lomljiv"	0	0	0	0	0	0	0	0	0	0
"polom"	0	1	0	0	0	0	0	0	0	0
"ki se lomi"	0	0	0	0	0	0	0	0	0	0
"stikalo"	0	0	0	0	0	0	0	0	0	0
"zajtrk"	1	0	0	0	0	0	0	0	0	0
"vratolomen"	0	1	0	0	0	0	0	0	0	0
"ločitev"	0	1	0	0	0	0	0	1	0	0
"sapa"	0	0	0	0	0	0	0	0	0	0
"zaklepišče"	0	0	0	0	0	0	0	0	0	0
"hlače"	0	0	0	0	0	0	0	0	0	0
"pasma"	0	0	0	0	0	0	0	0	0	0
"rejec"	0	0	0	0	0	0	0	0	0	0
"vzreja"	0	0	0	0	0	0	0	0	0	0
"sapica"	0	0	0	0	0	0	0	0	0	0
"vetroven"	0	0	0	0	0	0	0	0	0	0
"bratje"	0	0	0	0	0	0	0	0	0	0
"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"kratkost"	0	0	0	0	0	0	0	0	0	0
"zvarek"	0	0	0	0	0	0	0	0	0	0
"pivovarstvo"	0	0	0	0	0	0	0	0	0	0
"podkupovati"	0	1	0	0	0	0	0	0	0	0
"podkupnina"	0	1	0	0	0	0	0	0	0	0
"podkupovanje"	0	1	0	0	1	0	0	0	0	0
"opeka"	0	0	0	0	0	0	0	0	0	0
"poročen"	1	0	0	1	0	0	1	0	0	1
"nevesta"	1	0	0	1	0	0	1	0	0	1
"ženin"	1	0	0	1	0	0	1	0	0	1
"priča"	1	0	0	0	0	0	1	0	0	1
"most"	0	0	0	0	0	0	0	0	0	0
"uzda"	0	0	0	0	0	0	0	0	0	0
"na kratko"	0	0	0	0	0	0	0	0	0	0
"zapor"	0	0	0	0	0	0	0	0	0	0
"brigada"	0	1	0	0	0	1	0	0	0	0
"razjasniti"	1	0	0	0	0	0	1	0	1	1
"svetloba"	1	0	0	0	0	0	0	0	0	0
"sijajen"	1	0	0	1	0	0	1	0	0	1
"krajec"	0	0	0	0	0	0	0	0	0	0
"prekipevati"	0	0	0	0	0	0	0	0	0	0
"žveplo"	0	1	1	0	0	1	0	0	0	0
"slanica"	0	0	0	0	0	0	0	0	0	0
"prinesti"	0	0	0	0	0	0	0	0	0	0
"prag"	0	0	0	0	0	0	0	0	0	0
"hiter"	0	0	0	0	0	0	0	0	0	0
"jeziti"	0	1	0	0	0	0	0	0	0	0
"rezek"	0	0	0	0	0	0	0	0	0	0
"prenos"	0	0	0	0	0	0	0	0	0	0
"oddaja"	0	0	0	0	0	0	0	0	0	0
"oster napad"	0	1	0	1	0	0	0	0	0	0
"brokat"	1	0	0	0	0	0	0	0	0	0
"brošura"	0	0	0	0	0	0	0	0	0	0
"spor"	0	1	1	0	0	0	0	0	0	0
"prepir"	0	1	1	0	0	0	0	0	0	0
"brez denarja"	0	1	0	0	0	1	0	1	0	0
"zlomljen"	0	1	1	0	0	1	0	1	0	0
"posrednik"	0	0	0	0	0	0	0	0	0	0
"posredovanje"	0	0	0	0	0	0	0	0	0	0
"divji konj"	0	0	0	0	0	0	0	0	0	0
"bron"	0	0	0	0	0	0	0	0	0	0
"zarod"	0	0	0	0	0	0	0	0	0	0
"premišljevanje"	0	0	0	0	0	0	0	0	0	0
"potok"	0	0	0	0	0	0	0	0	0	0
"metla"	0	0	0	0	0	0	0	0	0	0
"juha"	0	0	0	0	0	0	0	0	0	0
"bordel"	0	1	0	0	1	0	0	0	0	0
"brat"	1	0	0	0	0	0	0	0	0	1
"bratstvo"	1	0	0	0	0	0	0	0	0	1
"bratski"	1	0	0	1	0	0	1	0	0	1
"obrv"	0	0	0	0	0	0	0	0	0	0
"čelo"	0	0	0	0	0	0	0	0	0	0
"rjav"	0	0	0	0	0	0	0	0	0	0
"modrica"	0	1	0	1	0	0	0	0	0	0
"rjavolas"	0	0	0	0	0	0	0	0	0	0
"temnolas"	0	0	0	0	0	0	0	0	0	0
"breme"	0	1	1	0	0	0	0	0	0	0
"krtača"	0	0	0	0	0	0	0	0	0	0
"brutalen"	0	1	1	0	0	1	0	0	0	0
"brutalnost"	0	1	1	0	0	1	0	0	0	0
"divjak"	0	1	1	0	0	1	0	1	0	0
"mehur"	0	0	0	0	0	0	0	0	0	0
"vrenje"	0	0	0	0	0	0	0	0	0	0
"dolar"	1	1	0	0	0	1	0	0	1	0
"opogumiti"	1	1	0	0	0	1	0	0	1	0
"vedro"	0	0	0	0	0	0	0	0	0	0
"zaponka"	0	0	0	0	0	0	0	0	0	0
"upognjen"	0	0	0	0	0	0	0	0	0	0
"popek"	0	0	0	0	0	0	0	0	0	0
"brsteti"	0	0	0	0	0	0	0	0	0	0
"prijatelj"	1	0	0	1	0	0	1	0	0	1
"kolega"	1	0	0	1	0	0	1	0	0	1
"premikati se"	0	0	0	0	0	0	0	0	0	0
"vdati se"	0	0	0	0	0	0	0	0	0	0
"proračun"	0	0	0	0	0	0	0	0	0	1
"bivol"	0	0	0	0	0	0	0	0	0	0
"pufer"	0	0	0	0	0	0	0	0	0	0
"odbojnik"	0	0	0	0	0	0	0	0	0	0
"brebijati"	0	1	1	0	0	0	0	0	0	0
"klofutati"	0	1	1	0	0	0	0	0	0	0
"mrčes"	0	1	0	0	1	1	0	0	0	0
"prisluškovati"	0	1	0	0	1	1	0	0	0	0
"NO TRANSLATION"	0	1	1	0	0	1	0	1	0	0
"voziček"	0	0	0	0	0	0	0	0	0	0
"rog"	0	0	0	1	0	0	0	0	0	0
"zgraditi"	1	0	0	0	0	0	0	0	0	0
"gradbenik"	0	0	0	0	0	0	0	0	0	0
"stavba"	1	0	0	0	0	0	0	0	0	0
"zgradba"	0	0	0	0	0	0	0	0	0	0
"žarnica"	0	0	0	0	0	0	0	0	0	0
"čebulast"	0	1	0	0	0	0	0	0	0	0
"izboklina"	0	0	0	0	0	0	0	0	0	0
"masa"	0	0	0	0	0	0	0	0	0	0
"pregrada"	0	0	0	0	0	0	0	0	0	0
"obsežen"	0	0	0	0	0	0	0	0	0	0
"bik"	0	0	0	0	0	0	0	0	0	0
"buldog"	1	0	0	0	0	0	0	0	0	0
"buldožer"	0	0	0	0	0	0	0	0	0	0
"krogla"	0	0	0	0	0	0	0	0	0	0
"bilten"	0	0	0	0	0	0	0	0	0	0
"neprebojen"	1	0	0	0	0	0	0	0	0	0
"vol"	0	0	0	0	0	0	0	0	0	0
"ustahovati"	0	1	1	0	0	1	0	0	0	0
"ustrahovalec"	0	1	1	0	0	1	0	0	0	0
"okop"	0	0	0	0	0	0	0	0	0	0
"lenuh"	0	1	0	0	1	0	0	1	0	0
"ničvreden"	0	1	0	0	1	0	0	1	0	0
"polom"	0	1	1	0	1	0	0	0	0	0
"bula"	0	0	0	0	0	0	0	0	0	0
"grbina"	0	0	0	0	0	0	0	0	0	0
"žemlja"	0	0	0	0	0	0	0	0	0	0
"kup"	0	0	0	0	0	0	0	0	0	0
"sveženj"	0	0	0	0	0	0	0	0	0	0
"bungalov"	0	0	0	0	0	0	0	0	0	0
"pograd"	0	0	0	0	0	0	0	0	0	0
"bunker"	0	0	0	0	0	1	0	0	0	0
"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"podpirati"	1	0	0	0	0	0	0	0	0	0
"vzgon"	0	0	0	0	0	0	0	0	0	0
"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"breme"	0	0	0	0	0	0	0	0	0	0
"obremenilen"	0	1	0	0	0	1	0	1	0	0
"težaven"	0	1	0	0	0	1	0	1	0	0
"biro"	0	0	0	0	0	0	0	0	0	0
"birokracija"	0	1	0	0	0	0	0	0	0	1
"birokrat"	0	1	0	0	1	0	0	0	0	0
"vlomilec"	0	1	0	0	1	1	0	0	0	0
"vlom"	0	1	0	0	0	0	0	0	0	0
"pokop"	0	1	1	0	0	1	0	1	0	0
"pokopan"	0	1	0	0	0	1	0	1	0	0
"izogniti"	0	1	1	0	1	1	0	1	0	0
"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"burleska"	0	0	0	0	0	0	0	0	1	0
"zajeten"	0	0	0	0	0	0	0	0	0	0
"goreti"	0	0	0	0	0	0	0	0	0	0
"gorilnik"	0	0	0	0	0	0	0	0	0	0
"gorenje"	0	0	0	0	0	0	0	0	0	0
"goreč"	0	0	0	0	0	0	0	0	0	0
"izluščen"	0	0	0	0	0	0	0	0	0	0
"izgoren"	0	0	0	0	0	0	0	0	0	0
"zgorel"	0	1	0	0	1	0	0	0	0	0
"repinec"	0	0	0	0	0	0	0	0	0	0
"brlog"	0	0	0	0	0	0	0	0	0	0
"kopati"	0	0	0	0	0	0	0	0	0	0
"štipendija"	0	0	0	0	0	0	0	0	0	1
"pokopati"	0	0	0	0	0	0	0	1	0	0
"avtobus"	0	0	0	0	0	0	0	0	0	0
"trola"	0	0	0	0	0	0	0	0	0	0
"grm"	0	0	0	0	0	0	0	0	0	0
"mernik"	0	0	0	0	0	0	0	0	0	0
"košat"	0	0	0	0	0	0	0	0	0	0
"posel"	0	0	0	0	0	0	0	0	0	0
"poljub"	1	0	0	0	0	0	1	0	0	0
"poljubček"	1	0	0	0	0	0	1	0	0	0
"prsi"	0	0	0	0	0	0	0	0	0	0
"ujet"	0	1	1	0	0	1	0	0	0	0
"vrvež"	0	0	0	0	0	0	0	0	0	0
"živahen"	0	0	0	0	0	0	0	0	0	0
"zaseden"	0	0	0	0	0	0	0	0	0	0
"butan"	0	0	0	0	0	0	0	0	0	0
"klavec"	0	1	1	0	1	1	0	0	0	0
"klati"	0	1	1	0	1	1	0	0	0	0
"moriti"	0	1	1	0	1	1	0	0	0	0
"služabnik"	1	0	0	0	0	0	0	0	0	1
"rit"	0	1	0	0	0	0	0	0	0	0
"maslo"	0	0	0	0	0	0	0	0	0	0
"metulj"	0	0	0	0	0	0	0	0	0	0
"maslen"	1	0	0	0	0	0	0	0	0	0
"zadnjica"	0	0	0	0	0	0	0	0	0	0
"gumb"	0	0	0	0	0	0	0	0	0	0
"opornik"	0	0	0	0	0	0	0	0	0	0
"opora"	0	0	0	0	0	0	0	0	0	0
"okrogel"	1	0	0	0	0	0	0	0	0	0
"kupiti"	0	0	0	0	0	0	0	0	0	0
"kupec"	0	0	0	0	0	0	0	0	0	0
"nakup"	0	0	0	0	0	0	0	0	0	0
"brenčati"	1	0	0	1	0	1	0	0	0	0
"brenčanje"	1	0	0	1	0	1	0	0	0	0
"nejasen"	0	1	0	0	0	0	0	0	0	0
"brenčalo"	0	0	0	0	0	0	0	0	0	0
"zdravo"	0	0	0	1	0	0	0	0	0	0
"adijo"	0	0	0	1	0	0	0	0	0	0
"preteklost"	0	0	0	0	0	0	0	0	0	0
"lokalni predpis"	0	0	0	0	0	0	0	0	0	1
"opazovalec"	0	0	0	0	0	0	0	0	0	0
"bajt"	0	0	0	0	0	0	0	0	0	0
"taksi"	1	0	0	0	0	0	0	0	0	0
"kabala"	0	1	0	0	0	1	0	0	0	0
"zelje"	0	0	0	0	0	0	0	0	0	0
"kabina"	0	0	0	0	0	0	0	0	0	0
"kabinet"	1	0	0	0	0	0	0	0	0	1
"kabel"	0	0	0	0	0	0	0	0	1	0
"kabriolet"	0	0	0	0	0	0	0	0	0	0
"predpomnilnik"	0	0	0	0	0	0	0	0	0	0
"skrivališče"	0	0	0	0	0	0	0	0	0	0
"kakofonija"	0	1	1	0	1	0	0	0	0	0
"egoist"	0	1	1	0	1	0	0	0	0	0
"truplo"	0	1	0	0	1	1	0	1	1	0
"nosač"	0	0	0	0	0	0	0	0	0	0
"kadenca"	0	0	0	0	0	0	0	0	0	0
"kadet"	0	0	0	0	0	0	0	0	0	0
"kavarna"	1	0	0	0	0	0	0	0	0	0
"kletka"	0	1	0	0	0	0	0	1	0	0
"kamenje"	0	0	0	0	0	0	0	0	0	0
"torta"	0	0	0	0	0	0	0	0	0	0
"nesreča"	0	0	0	0	0	0	0	1	0	0
"apnenčast"	0	0	0	0	0	0	0	0	0	0
"izračunati"	0	0	0	0	0	0	0	0	0	0
"izračunano"	0	0	0	0	0	0	0	0	0	0
"preračunanje"	0	1	0	0	0	0	0	0	0	0
"izračun"	0	0	0	1	0	0	0	0	0	0
"kalkulator"	1	0	0	0	0	0	0	0	0	1
"računalo"	1	0	0	0	0	0	0	0	0	1
"račun"	0	0	0	0	0	0	0	0	0	0
"koledar"	0	0	0	0	0	0	0	0	0	0
"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"tele"	1	0	0	0	0	0	1	0	0	1
"kaliber"	0	0	0	0	0	0	0	0	0	0
"kalibrirati"	0	0	0	0	0	0	0	0	0	0
"blago"	0	0	0	0	0	0	0	0	0	0
"kljunasto merilo"	0	0	0	0	0	0	0	0	0	0
"klic"	0	0	0	0	0	0	0	0	0	0
"klicati"	0	0	0	0	0	0	0	0	0	0
"kaligrafija"	0	0	0	0	0	0	0	0	0	0
"pisava"	0	0	0	0	0	0	0	0	0	0
"klicanje"	0	0	0	0	0	0	0	0	0	0
"klic"	0	0	0	0	0	0	0	0	0	0
"trdosrčen"	0	1	1	0	1	0	0	0	0	0
"neusmiljen"	0	1	1	0	1	0	0	0	0	0
"poziv"	0	1	0	1	0	0	0	0	0	1
"miren"	1	0	0	0	0	0	0	0	0	0
"mirnost"	0	0	0	0	0	0	0	0	0	0
"kaloričen"	0	0	0	0	0	0	0	0	0	0
"kalorija"	0	0	0	0	0	0	0	0	0	0
"kalorimeter"	0	0	0	0	0	0	0	0	0	0
"fotoaparat"	0	0	0	0	0	0	0	0	0	0
"usločenost"	0	0	0	0	0	0	0	0	0	0
"kamela"	0	0	0	0	0	0	0	0	0	0
"kameja"	0	0	0	0	0	0	0	0	0	0
"vloga"	0	0	0	0	0	0	0	0	0	0
"snemalec"	0	0	0	0	0	0	0	0	0	0
"majica"	0	0	0	0	0	0	0	0	0	0
"kamuflaža"	0	0	0	0	0	0	0	0	1	0
"kamufliran"	0	0	0	0	0	0	0	0	1	0
"kamp"	0	0	0	0	0	0	0	0	0	0
"kampanja"	0	0	0	0	0	0	0	0	0	0
"oglaševalec"	0	0	0	0	0	0	0	0	0	0
"kampanija"	0	1	1	0	0	1	0	0	0	0
"propaganda"	0	1	1	0	0	1	0	0	0	0
"kampus"	0	0	0	0	0	0	0	0	0	0
"kanal"	0	0	0	0	0	0	0	0	0	0
"kanarski"	1	0	0	0	0	0	0	0	0	0
"preklicati"	0	1	0	0	0	0	0	1	0	0
"izbrisati"	0	1	0	0	0	0	0	1	0	0
"odpoved"	0	0	0	0	0	0	0	0	0	0
"preklic"	0	0	0	0	0	0	0	0	0	0
"rak"	0	1	1	0	1	1	0	1	0	0
"iskren"	1	0	0	1	0	0	1	0	1	1
"nepristranski"	1	0	0	1	0	0	1	0	1	1
"kandidatura"	0	0	0	0	0	0	0	0	0	0
"kandidat"	1	0	0	0	0	0	0	0	0	0
"kandiran"	1	0	0	0	0	0	0	0	0	0
"posladkan"	1	0	0	0	0	0	0	0	0	0
"sveča"	0	0	0	0	0	0	0	0	0	0
"soj"	0	0	0	0	0	0	0	0	0	0
"svečnik"	0	0	0	0	0	0	0	0	0	0
"odkritosrčnost"	0	0	0	0	0	0	0	0	0	0
"sladkarije"	0	0	0	0	0	0	0	0	0	0
"mlatiti"	0	0	1	0	0	1	0	0	0	0
"pasji"	0	0	0	0	0	0	0	0	0	0
"posoda"	0	0	0	0	0	0	0	0	0	0
"kanta"	0	0	0	0	0	0	0	0	0	0
"gniti"	0	1	1	0	1	0	0	0	0	0
"gosenica"	0	1	1	0	1	0	0	0	0	0
"kanibal"	0	1	0	0	1	1	0	0	0	0
"ljudožerec"	0	1	0	0	1	1	0	0	0	0
"kanibalizem"	0	1	0	0	1	0	0	0	0	0
"ljudožerstvo"	0	1	0	0	1	0	0	0	0	0
"konzerviranje"	0	0	0	0	0	0	0	0	0	0
"top"	0	1	1	0	0	1	0	0	0	0
"kanu"	0	0	0	0	0	0	0	0	0	0
"kanon"	0	0	0	0	0	0	0	0	0	0
"kanoničen"	0	0	0	0	0	0	0	0	0	0
"top"	0	0	0	0	0	0	0	0	0	1
"kanon"	0	0	0	0	0	0	0	0	0	1
"košnja"	0	0	0	0	0	0	0	0	0	0
"kantina"	0	0	0	0	0	0	0	0	0	0
"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"previsni most"	0	0	0	0	0	0	0	0	0	0
"spev"	0	0	0	0	0	0	0	0	0	0
"kanton"	0	0	0	0	0	0	0	0	0	0
"platno"	0	0	0	0	0	0	0	0	0	0
"izpraševati"	0	0	0	0	0	0	0	0	0	0
"pokrov"	0	0	0	1	0	0	0	0	0	1
"zmogljivost"	0	0	0	0	0	0	0	0	0	0
"sposoben"	0	0	0	0	0	0	0	0	0	0
"prostornina"	0	0	0	0	0	0	0	0	0	0
"rt"	0	0	0	0	0	0	0	0	0	0
"kapra"	0	0	0	0	0	0	0	0	0	0
"kapilara"	0	0	0	0	0	0	0	0	0	0
"prestolnica"	0	0	0	0	0	0	0	0	0	0
"kapitalist"	1	0	0	0	0	0	0	0	0	0
"kapital"	0	0	0	0	0	0	0	0	0	0
"prispevek"	0	0	0	0	0	0	0	0	0	0
"kapitol"	0	0	0	0	0	0	0	0	0	0
"kapitulacija"	0	0	0	0	0	0	0	0	0	0
"kaprica"	0	0	0	0	0	0	0	0	0	0
"muha"	0	0	0	0	0	0	0	0	0	0
"muhast"	0	0	0	0	0	0	0	0	0	0
"kapa"	0	0	0	0	0	0	0	0	0	0
"vrh"	0	0	0	0	0	0	0	0	0	0
"kapsula"	0	0	0	0	0	0	0	0	0	0
"kapitan"	1	0	0	0	0	0	0	0	0	0
"kapetan"	1	0	0	0	0	0	0	0	0	0
"besedilo"	0	0	0	0	0	0	0	0	0	0
"očarati"	1	0	0	1	0	0	1	0	1	1
"očarljiv"	1	0	0	0	0	0	0	0	0	0
"privlačen"	1	0	0	0	0	0	0	0	0	0
"ujetnik"	0	1	0	0	0	1	0	1	0	0
"zajet"	0	1	0	0	0	1	0	1	0	0
"ujetništvo"	0	1	0	0	0	0	0	1	0	0
"ugrabitelj"	0	1	0	0	0	1	0	0	0	0
"zajeti"	0	1	0	0	0	0	0	0	0	0
"aretacija"	0	1	0	0	0	0	0	0	0	0
"avto"	0	0	0	0	0	0	0	0	0	0
"karamel"	0	0	0	0	0	0	0	0	0	0
"karat"	0	0	0	0	0	0	0	0	0	0
"prikolica"	0	0	0	0	0	0	0	0	0	0
"ogljik"	0	0	0	0	0	0	0	0	0	0
"truplo"	0	1	0	0	1	1	0	1	0	0
"okostje"	0	1	0	0	1	1	0	1	0	0
"karcinom"	0	1	0	0	0	1	0	1	0	0
"kartica"	0	0	0	0	0	0	0	0	0	0
"kardigan"	0	0	0	0	0	0	0	0	0	0
"jopa"	0	0	0	0	0	0	0	0	0	0
"kardinal"	0	0	0	0	0	0	0	0	0	0
"kardiomiopatija"	0	1	0	0	0	1	0	1	0	0
"karte"	0	0	0	0	0	0	0	0	0	0
"nega"	0	0	0	0	0	0	0	0	0	0
"kariera"	1	0	0	1	0	0	0	0	0	0
"skrben"	1	0	0	0	0	0	0	0	0	0
"skrben"	1	0	0	0	0	0	0	0	0	0
"neprevidnost"	0	1	1	0	1	0	0	0	0	0
"božanje"	1	0	0	0	0	0	0	0	0	0
"božati"	1	0	0	0	0	0	0	0	0	0
"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"skrbnik"	1	0	0	0	0	0	0	0	0	1
"tovor"	0	0	0	0	0	0	0	0	0	0
"karibu"	0	0	0	0	0	0	0	0	0	0
"karikatura"	0	1	0	0	0	0	0	0	0	0
"karies"	0	1	0	0	1	0	0	0	0	0
"pokol"	0	1	1	0	1	1	0	1	1	0
"čuten"	0	1	0	0	0	0	0	0	0	0
"mesen"	0	1	0	0	0	0	0	0	0	0
"nagelj"	0	0	0	0	0	0	0	0	0	0
"mesojed"	0	1	0	0	0	1	0	0	0	0
"koledovati"	1	0	0	0	0	0	1	0	0	1
"koledovanje"	1	0	0	0	0	0	1	0	0	1
"vrtiljak"	0	0	0	0	0	0	0	0	0	0
"tesar"	0	0	0	0	0	0	0	0	0	0
"kočija"	0	0	0	0	0	0	0	0	0	0
